sload,dload,rate,sjit,djit,tcprtt,synack,ackdat,proto,service,label
1.157081187854984e-06,0.0001305958373489758,2.4511565999999998e-05,0.002387121699715162,0.0006216765240112695,0.05030463779128371,0.03945957629959169,0.028820738465260995,0.8560606060606061,0.0,0
4.23442764356575e-07,0.0,5.2824489999999995e-06,0.00028912400717572305,0.0,0.0,0.0,0.0,0.6060606060606061,0.0,1
1.939575721130141e-06,0.00021891332143766614,4.10879e-05,0.001358169916739702,0.00027749675971673767,0.0492168583580168,0.03459324913157413,0.03373958829207224,0.8560606060606061,0.0,0
1.9135406522942225e-06,0.00021597484338436936,4.0536377e-05,0.00128601240687993,0.00030465148761380385,0.05141584021234725,0.023942653421902615,0.052090100231181345,0.8560606060606061,0.0,0
8.566882670329859e-07,9.669150009833771e-05,1.8148052e-05,0.00356737949167397,0.0008982506133282245,0.05114429235382369,0.03725185111828875,0.0332602617951139,0.8560606060606061,0.0,0
5.79501507373004e-07,0.0005239392348746116,2.0396090999999998e-05,0.004587798326577563,0.000693323931432192,0.057194172201836285,0.033267280912913644,0.048782813153402896,0.8560606060606061,0.3333333333333333,1
5.195817875961029e-07,8.979939552409542e-05,1.3802543999999999e-05,0.7012803598816827,0.1170372898308114,0.06213404062816484,0.035355502315802305,0.05408039008892198,0.8560606060606061,0.0,1
2.239216487681205e-06,0.0002527327626921432,4.7435479999999995e-05,0.0011681095941060474,0.0002588129346495995,0.0441483619987034,0.03029111310865988,0.03128640974591094,0.8560606060606061,0.0,0
0.0,0.0,0.0,7.500627875766871e-06,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0
0.1336005277087244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1
0.013894454881707338,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,0
2.406250213447718e-06,0.001389155022604295,2.6265726e-05,0.0025622579562883433,0.0004962870645625317,0.059538455980464436,0.01956433969163264,0.07158928623090256,0.8560606060606061,0.41666666666666663,1
0.14215096148208275,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
0.1336005277087244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1
0.14228456200979148,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
2.4582467038286554e-06,0.028828695702976404,8.326878999999999e-05,0.002199913726993865,0.005568732431043856,0.04234121894022493,0.0389539467670181,0.016329976513659163,0.8560606060606061,0.41666666666666663,1
0.007719141229835944,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,0
1.0273266018373445e-06,0.00011595085879373297,2.1762848000000002e-05,0.002650156934706398,0.0006419630055508813,0.07619140630427733,0.04031133828996282,0.07051819862658823,0.8560606060606061,0.0,0
0.1336005277087244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1
7.942982734987506e-07,8.964975718835307e-05,1.6826384999999998e-05,0.003599490167616126,0.0009763803841675965,0.07007006649349536,0.03273832195746237,0.07083840713690197,0.8560606060606061,0.0,0
5.058381844102446e-07,8.243334330833043e-05,1.2670350999999999e-05,0.005867255285933392,0.0010084789197406334,0.05046462870792845,0.025360034889389968,0.04855728642026611,0.8560606060606061,0.0,1
1.5192609459288103e-06,9.910701328517983e-05,1.8601421e-05,0.0035943304940841366,0.0008494200594440106,0.06428339750834991,0.04223815817539155,0.048135163497018844,0.8560606060606061,0.0,1
6.110648658451136e-06,0.00034551301291145195,2.7067587e-05,0.002513050503943909,0.00041995885251469063,0.05609845277270611,0.030469178499603875,0.050832279121879126,0.8560606060606061,0.75,1
2.3600179178347737e-07,3.686332128157454e-05,5.666047e-06,0.014488323017090271,0.002516800956832115,0.09193483010195352,0.08608223764397586,0.03338255909063413,0.8560606060606061,0.0,0
6.353145640289964e-05,0.00011306360108693276,4.6163868e-05,0.0028774281742988605,0.0008817736502666935,0.08297772076860749,0.04383979447254555,0.07688489062939712,0.8560606060606061,0.0,0
5.511667225534375e-07,8.609187195314754e-05,1.3232682e-05,0.0053231556063759854,0.0009089644888175845,0.10048858764544585,0.043178476750563716,0.10679972963092518,0.8560606060606061,0.0,0
7.233100840025008e-05,0.0001606187560569119,5.7757094999999996e-05,0.001541899444018405,0.0004976152109546385,0.03839464399639048,0.019415793162288985,0.03677598028514996,0.8560606060606061,0.0,0
6.542795597388331e-07,0.020024433688493774,5.6318752e-05,0.0031140714011831726,0.007987712218338628,0.074608568128936,0.07136375236150892,0.025013084495595986,0.8560606060606061,0.5833333333333333,1
0.028056110818832126,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
0.1336005277087244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1
0.011578711844753916,0.0,0.16666666,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,0
2.7042066113456943e-05,8.35574035810983e-05,2.5430605e-05,0.0037655321538124452,0.0010736898536457661,0.05526554720664991,0.03726994332378573,0.040060911943317186,0.8560606060606061,0.0,0
8.871850590922649e-07,0.00010013356981955364,1.8794096e-05,0.0032027883983347942,0.0008349711674570925,0.06475662126180033,0.04611036626241697,0.04357137033462119,0.8560606060606061,0.0,0
2.9901332837274577e-05,0.00014426254073433522,3.5217148e-05,0.0020810678680981596,0.0005735206000740596,0.05346793214320736,0.02047942440124322,0.06027152629654859,0.8560606060606061,0.0,0
8.641195291857285e-06,0.00022737858860183394,1.8218567e-05,0.006457231184268185,0.0011355242168065685,0.053648567049096575,0.038989178956670124,0.03500858711118008,0.8560606060606061,0.75,1
4.1092292530446265e-06,0.00023818919462527532,4.470579e-05,0.0012384380477651184,0.00025648590191696774,0.056441063594205865,0.0341952206106405,0.04625402068796832,0.8560606060606061,0.41666666666666663,1
0.1336005277087244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1
1.1023506461748174e-06,0.00012441857882603948,2.3352156e-05,0.002454568361086766,0.000604094263941857,0.07144567077680554,0.04246669129745871,0.059681737726217134,0.8560606060606061,0.0,0
0.008684034301067086,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
0.012469382140812519,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
0.022266754061451868,0.0,0.16666666,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1
0.02672010554174488,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.38636363636363635,0.0,1
7.042309266417372e-05,0.0001602604276999277,5.604939e-05,0.0014157617358676597,0.0003769291209720034,0.05978578685160506,0.039155817691510754,0.04494294107900406,0.8560606060606061,0.0,1
6.301293104477633e-06,0.00016693487813482122,3.1332052e-05,0.001868078166082384,0.00047207115644075153,0.05653237354663339,0.03425187778048632,0.04632700455787556,0.8560606060606061,0.0,1
0.034736137204268346,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
0.02672010554174488,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.38636363636363635,0.0,1
2.365959968305279e-06,0.0003166220928495326,5.9426884e-05,0.0008811053900087643,0.00020884490208103796,0.030614242049979895,0.019457690901334635,0.02383219233025004,0.8560606060606061,0.0,1
0.00979737158663803,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
1.3661523196650474e-06,0.0006143457999984837,2.4312734999999998e-05,0.0026381808035714285,0.00047358828768048246,0.09111264353031273,0.05591681775245292,0.0736795179645522,0.8560606060606061,0.41666666666666663,1
0.02672010554174488,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.38636363636363635,0.0,1
0.04208416622824819,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
0.1122244432753285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9015151515151515,0.0,1
